Location 1,Location 2,Price
Jalan-Klang-Lama,Kuala-Lumpur,510300
Jalan-Klang-Lama,Kuala-Lumpur,510300
Jalan-Klang-Lama,Kuala-Lumpur,510300
Jalan-Klang-Lama,Kuala-Lumpur,510300
Jalan-Klang-Lama,Kuala-Lumpur,450000
Jalan-Kuching,Kuala-Lumpur,500000
Setapak,Kuala-Lumpur,600000
Mont-Kiara,Kuala-Lumpur,780000
Mont-Kiara,Kuala-Lumpur,830000
Jalan-Klang-Lama,Kuala-Lumpur,610000
Desa-ParkCity,Kuala-Lumpur,1620000
Bukit-Bintang,Kuala-Lumpur,678000
Desa-ParkCity,Kuala-Lumpur,1320000
KLCC,Kuala-Lumpur,1549000
City-Centre,Kuala-Lumpur,1030000
City-Centre,Kuala-Lumpur,938000
KLCC,Kuala-Lumpur,2380000
KLCC,Kuala-Lumpur,2400000
KLCC,Kuala-Lumpur,1500000
KLCC,Kuala-Lumpur,2160000
KLCC,Kuala-Lumpur,1090000
KLCC,Kuala-Lumpur,950000
KLCC,Kuala-Lumpur,1213000
KLCC,Kuala-Lumpur,2158400
Seputeh,Kuala-Lumpur,730000
Jalan-Klang-Lama,Kuala-Lumpur,547000
Dutamas,Kuala-Lumpur,750000
Mid-Valley-City,Kuala-Lumpur,1380000
Dutamas,Kuala-Lumpur,750000
KLCC,Kuala-Lumpur,1600000
Desa-ParkCity,Kuala-Lumpur,1300000
Bandar-Menjalara,Kuala-Lumpur,750000
Bandar-Menjalara,Kuala-Lumpur,815000
Jalan-Ipoh,Kuala-Lumpur,770000
Setapak,Kuala-Lumpur,2200
Mont-Kiara,Kuala-Lumpur,915000
Mont-Kiara,Kuala-Lumpur,935000
Setapak,Kuala-Lumpur,690000
Cheras,Kuala-Lumpur,530000
Mid-Valley-City,Kuala-Lumpur,1350000
Mid-Valley-City,Kuala-Lumpur,1400000
Desa-ParkCity,Kuala-Lumpur,1400000
Mid-Valley-City,Kuala-Lumpur,1460000
Mid-Valley-City,Kuala-Lumpur,1260000
Mid-Valley-City,Kuala-Lumpur,1450000
Bukit-Bintang,Kuala-Lumpur,1080000
Jalan-Ipoh,Kuala-Lumpur,665000
Mid-Valley-City,Kuala-Lumpur,1500000
KLCC,Kuala-Lumpur,1500000
Taman-Melawati,Kuala-Lumpur,550000
Taman-Melawati,Kuala-Lumpur,550000
Cheras,Kuala-Lumpur,525000
Desa-ParkCity,Kuala-Lumpur,1430000
Desa-ParkCity,Kuala-Lumpur,1400000
Desa-ParkCity,Kuala-Lumpur,1700000
KLCC,Kuala-Lumpur,1199000
KLCC,Kuala-Lumpur,1220000
Setapak,Kuala-Lumpur,590000
Desa-ParkCity,Kuala-Lumpur,1120000
Setapak,Kuala-Lumpur,520000
KLCC,Kuala-Lumpur,1199000
Jalan-Klang-Lama,Kuala-Lumpur,385000
Jalan-Klang-Lama,Kuala-Lumpur,430000
Sri-Petaling,Kuala-Lumpur,528000
KLCC,Kuala-Lumpur,1550000
KLCC,Kuala-Lumpur,1500000
KLCC,Kuala-Lumpur,1450000
KLCC,Kuala-Lumpur,1500000
Cheras,Kuala-Lumpur,706000
Desa-ParkCity,Kuala-Lumpur,1048000
Mont-Kiara,Kuala-Lumpur,1200000
Mont-Kiara,Kuala-Lumpur,1050000
Pantai,Kuala-Lumpur,950000
Jalan-Klang-Lama,Kuala-Lumpur,738000
Jalan-Klang-Lama,Kuala-Lumpur,768000
Jalan-Klang-Lama,Kuala-Lumpur,778000
Jalan-Klang-Lama,Kuala-Lumpur,700000
Jalan-Klang-Lama,Kuala-Lumpur,1050000
Cheras,Kuala-Lumpur,645000
Mont-Kiara,Kuala-Lumpur,780000
Mont-Kiara,Kuala-Lumpur,780000
Kepong,Kuala-Lumpur,1350000
Mont-Kiara,Kuala-Lumpur,950000
KLCC,Kuala-Lumpur,1500000
Desa-ParkCity,Kuala-Lumpur,1200000
Jalan-Klang-Lama,Kuala-Lumpur,800000
Mont-Kiara,Kuala-Lumpur,950000
Segambut,Kuala-Lumpur,550000
Cheras,Kuala-Lumpur,630000
Taman-Tun-Dr-Ismail,Kuala-Lumpur,900000
Setapak,Kuala-Lumpur,430000
Bukit-Bintang,Kuala-Lumpur,1480000
Kepong,Kuala-Lumpur,458000
Kepong,Kuala-Lumpur,680000
Jalan-Ipoh,Kuala-Lumpur,550000
Taman-Tun-Dr-Ismail,Kuala-Lumpur,900000
City-Centre,Kuala-Lumpur,1260000
Cheras,Kuala-Lumpur,1380000
Mont-Kiara,Kuala-Lumpur,860000
Setapak,Kuala-Lumpur,610000
Setapak,Kuala-Lumpur,610000
Setapak,Kuala-Lumpur,598888
Desa-Pandan,Kuala-Lumpur,1080000
KLCC,Kuala-Lumpur,1100000
Desa-Pandan,Kuala-Lumpur,1130000
KLCC,Kuala-Lumpur,1295000
City-Centre,Kuala-Lumpur,1210000
Bukit-Jalil,Kuala-Lumpur,950000
Bukit-Jalil,Kuala-Lumpur,840000
Bangsar-South,Kuala-Lumpur,1280000
Ampang-Hilir,Kuala-Lumpur,545000
Ampang-Hilir,Kuala-Lumpur,560000
Kepong,Kuala-Lumpur,748000
Ampang-Hilir,Kuala-Lumpur,598000
Ampang-Hilir,Kuala-Lumpur,755000
Desa-ParkCity,Kuala-Lumpur,1250000
KLCC,Kuala-Lumpur,1925000
KLCC,Kuala-Lumpur,1925000
KLCC,Kuala-Lumpur,1925100
KLCC,Kuala-Lumpur,1996400
KLCC,Kuala-Lumpur,1925100
KLCC,Kuala-Lumpur,1925100
KLCC,Kuala-Lumpur,1966400
KLCC,Kuala-Lumpur,1050000
Kepong,Kuala-Lumpur,715000
Sungai-Besi,Kuala-Lumpur,810000
Kepong,Kuala-Lumpur,450000
Kepong,Kuala-Lumpur,455000
Kepong,Kuala-Lumpur,460000
Kepong,Kuala-Lumpur,550000
Kepong,Kuala-Lumpur,520000
Desa-ParkCity,Kuala-Lumpur,1490000
Desa-ParkCity,Kuala-Lumpur,1180000
Kepong,Kuala-Lumpur,670000
Desa-ParkCity,Kuala-Lumpur,1180000
Jalan-Ipoh,Kuala-Lumpur,550000
City-Centre,Kuala-Lumpur,2000000
City-Centre,Kuala-Lumpur,1750000
City-Centre,Kuala-Lumpur,1750000
City-Centre,Kuala-Lumpur,1750000
City-Centre,Kuala-Lumpur,1750000
Taman-Tun-Dr-Ismail,Kuala-Lumpur,1734000
Taman-Tun-Dr-Ismail,Kuala-Lumpur,1599000
Taman-Tun-Dr-Ismail,Kuala-Lumpur,1550000
Taman-Tun-Dr-Ismail,Kuala-Lumpur,1550000
Mont-Kiara,Kuala-Lumpur,1250000
Mont-Kiara,Kuala-Lumpur,1270000
Setapak,Kuala-Lumpur,500000
Setapak,Kuala-Lumpur,520000
Dutamas,Kuala-Lumpur,490000
Setapak,Kuala-Lumpur,600000
Dutamas,Kuala-Lumpur,490000
Setapak,Kuala-Lumpur,530000
Bukit-Jalil,Kuala-Lumpur,1000000
Mont-Kiara,Kuala-Lumpur,750000
Kepong,Kuala-Lumpur,730000
Seputeh,Kuala-Lumpur,730000
Damansara-Heights,Kuala-Lumpur,1300000
Dutamas,Kuala-Lumpur,565000
Setapak,Kuala-Lumpur,650000
Dutamas,Kuala-Lumpur,930000
Dutamas,Kuala-Lumpur,1015700
Dutamas,Kuala-Lumpur,1056000
Dutamas,Kuala-Lumpur,890000
KL-City,Kuala-Lumpur,1400000
Bukit-Jalil,Kuala-Lumpur,640000
Bukit-Jalil,Kuala-Lumpur,700000
Bukit-Jalil,Kuala-Lumpur,600000
Cheras,Kuala-Lumpur,590000
KLCC,Kuala-Lumpur,2210000
Cheras,Kuala-Lumpur,550000
Bukit-Bintang,Kuala-Lumpur,1520000
KLCC,Kuala-Lumpur,1291840
Cheras,Kuala-Lumpur,950000
Kuchai-Lama,Kuala-Lumpur,630000
Kuchai-Lama,Kuala-Lumpur,630000
Kuchai-Lama,Kuala-Lumpur,630000
Seputeh,Kuala-Lumpur,1100000
Cheras,Kuala-Lumpur,459000
Dutamas,Kuala-Lumpur,598000
Cheras,Kuala-Lumpur,660000
Cheras,Kuala-Lumpur,595000
Desa-ParkCity,Kuala-Lumpur,1350000
Bukit-Bintang,Kuala-Lumpur,1650000
Bangsar-South,Kuala-Lumpur,1150000
KLCC,Kuala-Lumpur,1480000
Desa-ParkCity,Kuala-Lumpur,1300000
Ampang,Kuala-Lumpur,550000
KLCC,Kuala-Lumpur,2000000
Sentul,Kuala-Lumpur,950000
KLCC,Kuala-Lumpur,1780000
KLCC,Kuala-Lumpur,1300000
Bukit-Bintang,Kuala-Lumpur,1700000
Taman-Tun-Dr-Ismail,Kuala-Lumpur,950000
Kepong,Kuala-Lumpur,680000
City-Centre,Kuala-Lumpur,650000
Kepong,Kuala-Lumpur,695000
Sri-Hartamas,Kuala-Lumpur,1200000
Sri-Hartamas,Kuala-Lumpur,990000
Wangsa-Maju,Kuala-Lumpur,580000
Kepong,Kuala-Lumpur,700000
Bukit-Bintang,Kuala-Lumpur,2981550
Dutamas,Kuala-Lumpur,650000
Bukit-Bintang,Kuala-Lumpur,2942550
Bukit-Bintang,Kuala-Lumpur,2790000
Bukit-Bintang,Kuala-Lumpur,2700000
Bukit-Bintang,Kuala-Lumpur,2930000
Bukit-Bintang,Kuala-Lumpur,2520000
Bangsar,Kuala-Lumpur,1500000
Bukit-Jalil,Kuala-Lumpur,855000
Bukit-Jalil,Kuala-Lumpur,940000
KLCC,Kuala-Lumpur,1638000
KLCC,Kuala-Lumpur,1474200
KLCC,Kuala-Lumpur,1474200
KLCC,Kuala-Lumpur,1474200
KLCC,Kuala-Lumpur,1474200
KLCC,Kuala-Lumpur,1474200
KLCC,Kuala-Lumpur,1474200
Mont-Kiara,Kuala-Lumpur,566190
KL-Sentral,Kuala-Lumpur,1053000
Ampang,Kuala-Lumpur,1200000
Bangsar,Kuala-Lumpur,985000
Bangsar,Kuala-Lumpur,1000000
KLCC,Kuala-Lumpur,2308416
KLCC,Kuala-Lumpur,2308416
KLCC,Kuala-Lumpur,2308416
KLCC,Kuala-Lumpur,2308416
KLCC,Kuala-Lumpur,2308416
Bangsar,Kuala-Lumpur,1250000
Setapak,Kuala-Lumpur,532170
Kepong,Kuala-Lumpur,1180000
Kepong,Kuala-Lumpur,1050000
KLCC,Kuala-Lumpur,1390000
Mont-Kiara,Kuala-Lumpur,950000
KLCC,Kuala-Lumpur,1250000
Bukit-Bintang,Kuala-Lumpur,1450000
Bukit-Bintang,Kuala-Lumpur,1368000
Sentul,Kuala-Lumpur,1250000
Bukit-Bintang,Kuala-Lumpur,1430600
KLCC,Kuala-Lumpur,4247000
KLCC,Kuala-Lumpur,4260000
KLCC,Kuala-Lumpur,3800000
City-Centre,Kuala-Lumpur,2350000
Setapak,Kuala-Lumpur,680000
Setapak,Kuala-Lumpur,650000
Setapak,Kuala-Lumpur,800000
KLCC,Kuala-Lumpur,1950000
Brickfields,Kuala-Lumpur,785000
Dutamas,Kuala-Lumpur,518000
Sentul,Kuala-Lumpur,1000000
Sentul,Kuala-Lumpur,995000
Ampang,Kuala-Lumpur,1082000
Bukit-Bintang,Kuala-Lumpur,1150000
Ampang,Kuala-Lumpur,710550
Ampang,Kuala-Lumpur,722530
Ampang,Kuala-Lumpur,748810
Cheras,Kuala-Lumpur,1580000
Desa-ParkCity,Kuala-Lumpur,1300000
KL-City,Kuala-Lumpur,1500000
KL-City,Kuala-Lumpur,1600000
Desa-ParkCity,Kuala-Lumpur,1180000
Mont-Kiara,Kuala-Lumpur,980000
Mont-Kiara,Kuala-Lumpur,950000
Mont-Kiara,Kuala-Lumpur,980000
KLCC,Kuala-Lumpur,2300000
Jalan-Ipoh,Kuala-Lumpur,920000
KLCC,Kuala-Lumpur,2400000
Taman-Desa,Kuala-Lumpur,619000
Taman-Desa,Kuala-Lumpur,900000
Jalan-Kuching,Kuala-Lumpur,750000
Jalan-Klang-Lama,Kuala-Lumpur,760000
Setapak,Kuala-Lumpur,850000
Mont-Kiara,Kuala-Lumpur,1350000
Setapak,Kuala-Lumpur,670000
Damansara-Heights,Kuala-Lumpur,1900000
KLCC,Kuala-Lumpur,4344000
Dutamas,Kuala-Lumpur,679000
Jalan-Ipoh,Kuala-Lumpur,630000
Jalan-Ipoh,Kuala-Lumpur,688000
KLCC,Kuala-Lumpur,1290000
KLCC,Kuala-Lumpur,1350000
Jalan-Klang-Lama,Kuala-Lumpur,878000
Keramat,Kuala-Lumpur,950000
KLCC,Kuala-Lumpur,2771000
Mont-Kiara,Kuala-Lumpur,1350000
KLCC,Kuala-Lumpur,2469000
Cheras,Kuala-Lumpur,730000
KLCC,Kuala-Lumpur,2710000
Pantai,Kuala-Lumpur,1200000
KL-Eco-City,Kuala-Lumpur,1623840
KL-Eco-City,Kuala-Lumpur,1623840
Kepong,Kuala-Lumpur,520000
Kepong,Kuala-Lumpur,530000
KLCC,Kuala-Lumpur,1280000
Damansara,Kuala-Lumpur,1030000
Bangsar,Kuala-Lumpur,1650000
Desa-ParkCity,Kuala-Lumpur,2300000
Kepong,Kuala-Lumpur,780000
Sri-Petaling,Kuala-Lumpur,850000
Bandar-Sri-Damansara,Kuala-Lumpur,930000
Bandar-Sri-Damansara,Kuala-Lumpur,930000
Bandar-Sri-Damansara,Kuala-Lumpur,930000
Bandar-Sri-Damansara,Kuala-Lumpur,930000
Bandar-Sri-Damansara,Kuala-Lumpur,930000
Brickfields,Kuala-Lumpur,1100000
Mont-Kiara,Kuala-Lumpur,1830000
KLCC,Kuala-Lumpur,3200000
KLCC,Kuala-Lumpur,4336800
KLCC,Kuala-Lumpur,4170000
KLCC,Kuala-Lumpur,1500000
Mont-Kiara,Kuala-Lumpur,790000
Damansara-Heights,Kuala-Lumpur,1659240
KLCC,Kuala-Lumpur,850000
Wangsa-Maju,Kuala-Lumpur,542700
KLCC,Kuala-Lumpur,4657000
KLCC,Kuala-Lumpur,4600000
Setiawangsa,Kuala-Lumpur,980000
OUG,Kuala-Lumpur,559000
KLCC,Kuala-Lumpur,1400000
KLCC,Kuala-Lumpur,1950000
KLCC,Kuala-Lumpur,1515000
KLCC,Kuala-Lumpur,2500000
Mont-Kiara,Kuala-Lumpur,850000
Keramat,Kuala-Lumpur,855000
Bukit-Jalil,Kuala-Lumpur,560000
KLCC,Kuala-Lumpur,1200000
Bangsar,Kuala-Lumpur,1750000
Bangsar,Kuala-Lumpur,1450000
OUG,Kuala-Lumpur,628000
Federal-Hill,Kuala-Lumpur,1550000
OUG,Kuala-Lumpur,800000
KLCC,Kuala-Lumpur,1280000
Mont-Kiara,Kuala-Lumpur,1850000
Bukit-Jalil,Kuala-Lumpur,620000
KLCC,Kuala-Lumpur,4500000
Jalan-Ipoh,Kuala-Lumpur,620000
Jalan-Kuching,Kuala-Lumpur,620000
Dutamas,Kuala-Lumpur,1300000
KLCC,Kuala-Lumpur,5231000
Desa-ParkCity,Kuala-Lumpur,1950000
Bandar-Menjalara,Kuala-Lumpur,1032300
Cheras,Kuala-Lumpur,1000000
Bukit-Tunku,Kuala-Lumpur,1600000
Bukit-Tunku,Kuala-Lumpur,1450000
KLCC,Kuala-Lumpur,2290275
KLCC,Kuala-Lumpur,2176000
Mont-Kiara,Kuala-Lumpur,1200000
Jalan-Kuching,Kuala-Lumpur,1200000
Desa-ParkCity,Kuala-Lumpur,1550000
Wangsa-Maju,Kuala-Lumpur,830000
Mont-Kiara,Kuala-Lumpur,1690000
KLCC,Kuala-Lumpur,4465000
KL-Sentral,Kuala-Lumpur,2300000
KL-Sentral,Kuala-Lumpur,2233750
Segambut,Kuala-Lumpur,1150000
Dutamas,Kuala-Lumpur,1000000
Keramat,Kuala-Lumpur,1200000
KLCC,Kuala-Lumpur,2050000
Jalan-Kuching,Kuala-Lumpur,650000
Bandar-Damai-Perdana,Kuala-Lumpur,630000
Keramat,Kuala-Lumpur,1000000
KLCC,Kuala-Lumpur,4289250
Dutamas,Kuala-Lumpur,837000
Dutamas,Kuala-Lumpur,837000
Batu-Caves,Kuala-Lumpur,720000
Jalan-Ipoh,Kuala-Lumpur,750000
Dutamas,Kuala-Lumpur,750000
Jalan-Ipoh,Kuala-Lumpur,710000
Desa-ParkCity,Kuala-Lumpur,1550000
Jalan-Klang-Lama,Kuala-Lumpur,630000
Damansara-Heights,Kuala-Lumpur,2560000
Setapak,Kuala-Lumpur,880000
Setapak,Kuala-Lumpur,830000
Kepong,Kuala-Lumpur,840000
Bangsar,Kuala-Lumpur,1280000
KL-Sentral,Kuala-Lumpur,2200000
Jalan-Ipoh,Kuala-Lumpur,561100
Jalan-Ipoh,Kuala-Lumpur,561100
Jalan-Ipoh,Kuala-Lumpur,561100
Setapak,Kuala-Lumpur,628000
Segambut,Kuala-Lumpur,800000
Cheras,Kuala-Lumpur,1800000
Bukit-Tunku,Kuala-Lumpur,1600000
Desa-ParkCity,Kuala-Lumpur,1580000
Desa-ParkCity,Kuala-Lumpur,1580000
Desa-ParkCity,Kuala-Lumpur,1600000
Desa-ParkCity,Kuala-Lumpur,1900000
Bangsar,Kuala-Lumpur,1380000
Desa-ParkCity,Kuala-Lumpur,1480000
Mid-Valley-City,Kuala-Lumpur,1780000
KLCC,Kuala-Lumpur,2486025
Mont-Kiara,Kuala-Lumpur,1600000
Setapak,Kuala-Lumpur,550000
Bukit-Tunku,Kuala-Lumpur,1650000
KLCC,Kuala-Lumpur,3000396
Ampang,Kuala-Lumpur,1780000
Bukit-Bintang,Kuala-Lumpur,1850000
Kuchai-Lama,Kuala-Lumpur,868000
Kepong,Kuala-Lumpur,850000
KLCC,Kuala-Lumpur,1880000
KLCC,Kuala-Lumpur,1985000
Kepong,Kuala-Lumpur,700000
City-Centre,Kuala-Lumpur,1228000
Cheras,Kuala-Lumpur,2800000
Taman-Melawati,Kuala-Lumpur,6300000
Sungai-Besi,Kuala-Lumpur,1450000
Ampang,Kuala-Lumpur,8000000
Bangsar,Kuala-Lumpur,5900000
Damansara-Heights,Kuala-Lumpur,4200000
Damansara-Heights,Kuala-Lumpur,14500000
Damansara-Heights,Kuala-Lumpur,14000000
Damansara-Heights,Kuala-Lumpur,7300000
Cheras,Kuala-Lumpur,3500000
Seputeh,Kuala-Lumpur,720000
Seputeh,Kuala-Lumpur,700000
Bukit-Jalil,Kuala-Lumpur,520000
Segambut,Kuala-Lumpur,590000
Kepong,Kuala-Lumpur,488000
Cheras,Kuala-Lumpur,1800000
Taman-Tun-Dr-Ismail,Kuala-Lumpur,8500000
Taman-Tun-Dr-Ismail,Kuala-Lumpur,8880000
Setapak,Kuala-Lumpur,510000
Setapak,Kuala-Lumpur,510000
Cheras,Kuala-Lumpur,2850000
Seputeh,Kuala-Lumpur,690000
Kepong,Kuala-Lumpur,640000
Cheras,Kuala-Lumpur,2500000
Damansara-Heights,Kuala-Lumpur,5300000
Country-Heights-Damansara,Kuala-Lumpur,8500000
Sentul,Kuala-Lumpur,438000
Sentul,Kuala-Lumpur,530000
KLCC,Kuala-Lumpur,1150000
Bukit-Bintang,Kuala-Lumpur,1200000
Bukit-Bintang,Kuala-Lumpur,1000000
Bukit-Bintang,Kuala-Lumpur,1150000
Bukit-Bintang,Kuala-Lumpur,1180000
Bandar-Menjalara,Kuala-Lumpur,440000
Jalan-Ipoh,Kuala-Lumpur,710000
Jalan-Ipoh,Kuala-Lumpur,640000
Bandar-Damai-Perdana,Kuala-Lumpur,530000
Taman-Melawati,Kuala-Lumpur,705000
Bangsar-South,Kuala-Lumpur,896000
Setapak,Kuala-Lumpur,425000
Jalan-Ipoh,Kuala-Lumpur,650000
Setapak,Kuala-Lumpur,410000
Bukit-Tunku,Kuala-Lumpur,11000000
Damansara-Heights,Kuala-Lumpur,5600000
Taman-Duta,Kuala-Lumpur,2800000
Sungai-Besi,Kuala-Lumpur,4890000
KL-City,Kuala-Lumpur,18000000
Damansara-Heights,Kuala-Lumpur,6400000
Sungai-Besi,Kuala-Lumpur,618000
Bangsar-South,Kuala-Lumpur,895000
KLCC,Kuala-Lumpur,1200000
Sungai-Besi,Kuala-Lumpur,549500
Batu-Caves,Kuala-Lumpur,393660
Jalan-Klang-Lama,Kuala-Lumpur,2300000
Jalan-Klang-Lama,Kuala-Lumpur,2300000
Jalan-Klang-Lama,Kuala-Lumpur,2260000
Sungai-Besi,Kuala-Lumpur,6490000
Damansara-Heights,Kuala-Lumpur,12500000
Desa-Petaling,Kuala-Lumpur,485000
Wangsa-Maju,Kuala-Lumpur,450000
Wangsa-Maju,Kuala-Lumpur,460000
Dutamas,Kuala-Lumpur,896670
KLCC,Kuala-Lumpur,1050000
KLCC,Kuala-Lumpur,1420000
Puchong,Kuala-Lumpur,549000
Batu-Caves,Kuala-Lumpur,900000
Country-Heights-Damansara,Kuala-Lumpur,10800000
Country-Heights-Damansara,Kuala-Lumpur,10500000
Bandar-Damai-Perdana,Kuala-Lumpur,559000
Cheras,Kuala-Lumpur,480000
Cheras,Kuala-Lumpur,480000
Wangsa-Maju,Kuala-Lumpur,680000
Kepong,Kuala-Lumpur,590000
Kepong,Kuala-Lumpur,630000
Wangsa-Maju,Kuala-Lumpur,1190000
KLCC,Kuala-Lumpur,800000
Setapak,Kuala-Lumpur,450000
Mont-Kiara,Kuala-Lumpur,4300000
Cheras,Kuala-Lumpur,650000
Bukit-Bintang,Kuala-Lumpur,1180000
Bangsar,Kuala-Lumpur,8500000
Cheras,Kuala-Lumpur,5500000
Bukit-Jalil,Kuala-Lumpur,638000
Bukit-Jalil,Kuala-Lumpur,720000
KLCC,Kuala-Lumpur,5200000
Kuchai-Lama,Kuala-Lumpur,2900000
Sentul,Kuala-Lumpur,600000
Taman-Desa,Kuala-Lumpur,450000
Bukit-Jalil,Kuala-Lumpur,1100000
Bandar-Menjalara,Kuala-Lumpur,690000
Wangsa-Maju,Kuala-Lumpur,383820
Taman-Tun-Dr-Ismail,Kuala-Lumpur,730000
Sentul,Kuala-Lumpur,440000
Sentul,Kuala-Lumpur,400000
Sentul,Kuala-Lumpur,380000
Bandar-Damai-Perdana,Kuala-Lumpur,658000
Kepong,Kuala-Lumpur,578000
Pantai,Kuala-Lumpur,770000
Cheras,Kuala-Lumpur,508000
Cheras,Kuala-Lumpur,630000
Ampang,Kuala-Lumpur,600000
Cheras,Kuala-Lumpur,668000
Sri-Petaling,Kuala-Lumpur,6380000
Sri-Hartamas,Kuala-Lumpur,14800000
City-Centre,Kuala-Lumpur,6300000
Pantai,Kuala-Lumpur,666000
City-Centre,Kuala-Lumpur,720000
Setapak,Kuala-Lumpur,510000
Jalan-Ipoh,Kuala-Lumpur,3800000
Segambut,Kuala-Lumpur,700000
Cheras,Kuala-Lumpur,7800000
Setapak,Kuala-Lumpur,513000
Cheras,Kuala-Lumpur,7500000
KLCC,Kuala-Lumpur,1480000
KLCC,Kuala-Lumpur,1500000
Bangsar,Kuala-Lumpur,7000000
Keramat,Kuala-Lumpur,7500000
KL-City,Kuala-Lumpur,1150000
Mont-Kiara,Kuala-Lumpur,7600000
Desa-ParkCity,Kuala-Lumpur,1170000
Pandan-Indah,Kuala-Lumpur,659000
Sri-Petaling,Kuala-Lumpur,750000
Kepong,Kuala-Lumpur,1230000
Kepong,Kuala-Lumpur,1360000
Setiawangsa,Kuala-Lumpur,900000
Bukit-Jalil,Kuala-Lumpur,1350000
Segambut,Kuala-Lumpur,1050000
Segambut,Kuala-Lumpur,1050000
Cheras,Kuala-Lumpur,700000
Cheras,Kuala-Lumpur,700000
Cheras,Kuala-Lumpur,700000
Cheras,Kuala-Lumpur,550000
Kepong,Kuala-Lumpur,1080000
Wangsa-Maju,Kuala-Lumpur,780000
Kepong,Kuala-Lumpur,850000
Kepong,Kuala-Lumpur,850000
Sungai-Besi,Kuala-Lumpur,700000
Cheras,Kuala-Lumpur,495000
Cheras,Kuala-Lumpur,850000
Setiawangsa,Kuala-Lumpur,869000
Cheras,Kuala-Lumpur,595000
Gombak,Kuala-Lumpur,870000
Cheras,Kuala-Lumpur,610000
Gombak,Kuala-Lumpur,1280000
Ampang,Kuala-Lumpur,2800000
Bukit-Jalil,Kuala-Lumpur,750000
Sentul,Kuala-Lumpur,588000
Country-Heights-Damansara,Kuala-Lumpur,1130000
KLCC,Kuala-Lumpur,1925000
Kepong,Kuala-Lumpur,580000
Kepong,Kuala-Lumpur,730000
Desa-ParkCity,Kuala-Lumpur,1300000
Kepong,Kuala-Lumpur,730000
Kepong,Kuala-Lumpur,680000
Jalan-Kuching,Kuala-Lumpur,690000
Sri-Hartamas,Kuala-Lumpur,2150000
Kepong,Kuala-Lumpur,730000
Kepong,Kuala-Lumpur,670000
Kepong,Kuala-Lumpur,680000
Desa-ParkCity,Kuala-Lumpur,1180000
KLCC,Kuala-Lumpur,1550000
Bangsar,Kuala-Lumpur,9885630
Jalan-Ipoh,Kuala-Lumpur,510000
Kepong,Kuala-Lumpur,920000
Desa-ParkCity,Kuala-Lumpur,2250000
Sungai-Besi,Kuala-Lumpur,700000
Ampang,Kuala-Lumpur,850000
Segambut,Kuala-Lumpur,675000
Setapak,Kuala-Lumpur,760000
Desa-ParkCity,Kuala-Lumpur,3100000
Sri-Petaling,Kuala-Lumpur,668000
Desa-ParkCity,Kuala-Lumpur,3200000
Puchong,Kuala-Lumpur,444600
Setapak,Kuala-Lumpur,420000
Setapak,Kuala-Lumpur,425000
Setapak,Kuala-Lumpur,410000
Kepong,Kuala-Lumpur,570000
Segambut,Kuala-Lumpur,338000
Segambut,Kuala-Lumpur,350000
Kepong,Kuala-Lumpur,350000
Kepong,Kuala-Lumpur,488000
Kepong,Kuala-Lumpur,415000
Kepong,Kuala-Lumpur,345000
Kepong,Kuala-Lumpur,458000
Wangsa-Maju,Kuala-Lumpur,450000
Kepong,Kuala-Lumpur,425000
Kepong,Kuala-Lumpur,400000
Kepong,Kuala-Lumpur,438000
Cheras,Kuala-Lumpur,310000
Kepong,Kuala-Lumpur,388000
Cheras,Kuala-Lumpur,350000
Pandan-Jaya,Kuala-Lumpur,430000
Cheras,Kuala-Lumpur,600000
Kepong,Kuala-Lumpur,360000
Taman-Melawati,Kuala-Lumpur,478000
Taman-Melawati,Kuala-Lumpur,450000
Kepong,Kuala-Lumpur,330000
Desa-ParkCity,Kuala-Lumpur,1800000
Sungai-Besi,Kuala-Lumpur,1080000
Taman-Melawati,Kuala-Lumpur,950000
Cheras,Kuala-Lumpur,780000
Ampang,Kuala-Lumpur,950000
Bangsar,Kuala-Lumpur,18000000
Cheras,Kuala-Lumpur,4500000
Damansara-Heights,Kuala-Lumpur,22000000
Bangsar,Kuala-Lumpur,5000000
Bangsar,Kuala-Lumpur,9885200
Bukit-Jalil,Kuala-Lumpur,1450000
Desa-ParkCity,Kuala-Lumpur,1880000
Sri-Petaling,Kuala-Lumpur,650000
Kepong,Kuala-Lumpur,650000
Kepong,Kuala-Lumpur,650000
Cheras,Kuala-Lumpur,850000
Kepong,Kuala-Lumpur,760000
Kuchai-Lama,Kuala-Lumpur,2200000
Kepong,Kuala-Lumpur,728000
Mont-Kiara,Kuala-Lumpur,12800000
Mont-Kiara,Kuala-Lumpur,12800000
Sri-Petaling,Kuala-Lumpur,338000
Cheras,Kuala-Lumpur,275000
Sri-Petaling,Kuala-Lumpur,430000
Cheras,Kuala-Lumpur,325000
Segambut,Kuala-Lumpur,500000
Seputeh,Kuala-Lumpur,1800000
Setiawangsa,Kuala-Lumpur,880000
Setiawangsa,Kuala-Lumpur,880000
Jalan-Klang-Lama,Kuala-Lumpur,760000
Sungai-Besi,Kuala-Lumpur,1070000
Pantai,Kuala-Lumpur,13000000
Cheras,Kuala-Lumpur,420000
Cheras,Kuala-Lumpur,750000
Damansara-Heights,Kuala-Lumpur,1530000
Jalan-Kuching,Kuala-Lumpur,768000
KL-Eco-City,Kuala-Lumpur,1804275
